Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
39522366,2010-08-24 04:44:31.0000004,12.3,2010-08-24 04:44:31 UTC,-73.92566086069287,40.7846595991096,-73.86986484972158,40.76372004600162,1
21999550,2014-04-21 23:54:45.0000005,9.1,2014-04-21 23:54:45 UTC,-74.0385016265326,40.70493802661736,-74.05035143508549,40.728562841244546,1
96438146,2014-09-22 02:29:22.0000004,7.8,2014-09-22 02:29:22 UTC,-73.93070692449135,40.71487672096419,-73.96767449562135,40.73436157792069,1
35795484,2012-10-20 19:01:14.0000006,6.0,2012-10-20 19:01:14 UTC,-74.03871032492442,40.65743852277422,-74.04820772688116,40.68056876307195,5
15537826,2010-08-28 10:25:51.0000002,10.9,2010-08-28 10:25:51 UTC,-74.0036556585946,40.69790155591728,-74.01671411745774,40.708352894978674,1
87177510,2011-03-26 03:30:50.0000007,7.1,2011-03-26 03:30:50 UTC,-73.97654663076153,40.694150318809974,-73.98107013297589,40.62383815889596,1
2719313,2011-06-14 12:32:54.0000007,9.9,2011-06-14 12:32:54 UTC,-73.97332058971801,40.7236418008668,-73.95116013643128,40.7114668083779,1
4087955,2009-10-27 12:03:39.0000007,10.4,2009-10-27 12:03:39 UTC,-73.95389487109024,40.74205492679052,-73.9410574711015,40.71130108884035,2
97073834,2011-08-05 21:26:25.0000003,9.0,2011-08-05 21:26:25 UTC,-74.00177739478431,40.66069412427721,-73.99255958649161,40.67883849055351,1
73397947,2009-07-11 10:36:05.0000004,10.0,2009-07-11 10:36:05 UTC,-73.96863372687842,40.757567246057256,-73.93912615441862,40.73374961588485,2
52600598,2012-09-13 15:56:11.0000006,22.6,2012-09-13 15:56:11 UTC,-73.94956832285492,40.695912276937214,-73.98771526094853,40.70471814091157,1
21076257,2014-01-09 18:51:47.0000008,4.3,2014-01-09 18:51:47 UTC,-74.0008397254244,40.68176795330436,-73.97469207215343,40.66182424919504,1
74848945,2013-04-09 13:16:26.0000002,5.1,2013-04-09 13:16:26 UTC,-74.06514742648584,40.82367668522784,-73.9757401996523,40.81482487526419,6
53320894,2011-01-30 03:34:31.0000006,8.3,2011-01-30 03:34:31 UTC,-73.99253633924343,40.64647617167094,-73.95442112471116,40.663838164572034,1
65213039,2012-05-14 02:02:22.0000001,6.5,2012-05-14 02:02:22 UTC,-73.94660680198231,40.754181216797704,-73.90162784562298,40.75233295041551,1
74519177,2014-10-31 04:34:18.0000007,4.0,2014-10-31 04:34:18 UTC,-74.04932551325764,40.772288432634795,-74.04747005064061,40.774741899482656,1
10951456,2012-08-09 02:55:54.0000004,6.8,2012-08-09 02:55:54 UTC,-73.96509334731095,40.72458016748084,-74.03915120264197,40.69763610688286,3
45236911,2010-06-26 11:00:14.0000002,17.7,2010-06-26 11:00:14 UTC,-74.00171649660508,40.63388631083628,-73.96707459004574,40.63431761676825,3
51040217,2014-01-07 20:51:53.0000008,9.6,2014-01-07 20:51:53 UTC,-74.0567867390125,40.69092932985699,-74.09967790225214,40.75555353476244,6
5605267,2012-11-03 17:31:34.0000001,5.9,2012-11-03 17:31:34 UTC,-74.0021688491474,40.639541642616386,-73.99036040716578,40.655056477388015,2
32160740,2011-12-08 19:22:04.0000002,15.4,2011-12-08 19:22:04 UTC,-74.05452560833828,40.6652776588018,-74.04463176766718,40.67541966751496,5
99974304,2010-12-22 07:03:08.0000003,8.0,2010-12-22 07:03:08 UTC,-73.98754719894526,40.820683890050546,-74.00448451804407,40.77124148693709,2
1654544,2011-02-14 05:49:57.0000001,8.1,2011-02-14 05:49:57 UTC,-73.97870572157986,40.69252589029994,-74.0078218759736,40.66979305239672,1
83658372,2013-06-18 07:31:11.0000002,5.0,2013-06-18 07:31:11 UTC,-73.9118200839746,40.73244499972239,-73.91657013528034,40.69633165226886,1
30171505,2010-08-25 16:52:29.0000001,8.2,2010-08-25 16:52:29 UTC,-73.98608587873285,40.786353717491544,-74.00908537011144,40.79526653447002,1
12841987,2013-11-08 03:20:32.0000006,12.5,2013-11-08 03:20:32 UTC,-74.04167453345015,40.69904535184402,-73.98911039735849,40.750915685590876,5
83470914,2014-04-15 07:56:40.0000004,6.4,2014-04-15 07:56:40 UTC,-74.01691158830162,40.73154787492043,-74.04432252136291,40.76883677932163,6
92167060,2009-01-14 03:57:39.0000003,18.1,2009-01-14 03:57:39 UTC,-73.91778411731234,40.708769354582174,-73.8757526743251,40.67283122045248,3
2294375,2015-05-18 07:23:58.0000006,17.7,2015-05-18 07:23:58 UTC,-73.97982401501469,40.70569310930138,-73.96253007068614,40.67775743503158,5
3480724,2013-07-26 09:03:19.0000008,21.1,2013-07-26 09:03:19 UTC,-74.04308486108958,40.762753433630955,-74.04345859372958,40.729714572975325,1
93829231,2013-04-02 13:48:19.0000002,27.0,2013-04-02 13:48:19 UTC,-74.00875347275675,40.787511632958946,-73.99919119896688,40.81398226558226,1
41376824,2013-09-24 10:00:13.0000007,9.0,2013-09-24 10:00:13 UTC,-73.92215014763096,40.69044065099361,-73.90942973597002,40.709343304506675,5
71997949,2015-03-08 20:35:51.0000008,13.5,2015-03-08 20:35:51 UTC,-73.9800969630981,40.73215762382724,-74.01509287021514,40.7109757522579,2
25403120,2009-10-09 15:54:38.0000004,12.0,2009-10-09 15:54:38 UTC,-74.05576950261445,40.74054407136597,-73.99749306258461,40.74315995369183,6
25504169,2014-09-05 12:29:00.0000005,11.5,2014-09-05 12:29:00 UTC,-74.01973153534671,40.74202179226805,-74.00711640435904,40.71562731910278,1
93541027,2011-03-09 10:18:37.0000003,5.3,2011-03-09 10:18:37 UTC,-74.01392397164987,40.75424052721728,-73.9785134626701,40.77665326017813,1
75189180,2013-09-01 04:35:36.0000001,4.9,2013-09-01 04:35:36 UTC,-74.09330281192251,40.81327688853917,-74.13403567075125,40.79385795699768,2
61039004,2013-05-24 11:44:00.0000002,8.0,2013-05-24 11:44:00 UTC,-73.87672959772453,40.76862824276047,-73.89865842417602,40.734517742802915,1
16862964,2012-04-03 02:46:56.0000007,6.1,2012-04-03 02:46:56 UTC,-74.06365734671506,40.61213030314522,-74.02009838412742,40.58212269736415,1
48072614,2015-03-18 20:39:41.0000007,8.5,2015-03-18 20:39:41 UTC,-74.03094824826009,40.66734131032881,-74.06137835278618,40.651361214481284,6
45920673,2011-06-10 11:14:47.0000008,23.0,2011-06-10 11:14:47 UTC,-74.02804192898371,40.72563734531883,-74.06468060193073,40.71724237372477,2
78475446,2011-01-01 09:35:53.0000008,11.9,2011-01-01 09:35:53 UTC,-73.98204455910457,40.74468570860987,-73.99651270680603,40.76883472733317,1
